"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","2","Main Suite","Smoke","tests.gui.NegativeUITests","tests.gui.NegativeUITests","checkUncorrectDataMessage","checkUncorrectDataMessage",""
"skipped","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","1","Main Suite","Smoke","tests.gui.NegativeUITests","tests.gui.NegativeUITests","exceedDataLimit","exceedDataLimit",""
"passed","Thu Jun 06 15:09:23 GMT 2024","Thu Jun 06 15:09:25 GMT 2024","1822","Main Suite","Smoke","tests.api.PostApiTest","tests.api.PostApiTest","createProjectTest","createProjectTest",""
"passed","Thu Jun 06 15:09:25 GMT 2024","Thu Jun 06 15:09:25 GMT 2024","199","Main Suite","Smoke","tests.api.GetApiTests","tests.api.GetApiTests","getTestPlanTest","getTestPlanTest",""
"skipped","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","1","Main Suite","Smoke","tests.gui.PositiveUITests","tests.gui.PositiveUITests","checkInputField","checkInputField",""
"broken","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","0","Main Suite","Smoke","tests.gui.NegativeUITests","tests.gui.NegativeUITests","setupBrowser","setupBrowser",""
"skipped","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","1","Main Suite","Smoke","tests.gui.PositiveUITests","tests.gui.PositiveUITests","dialogBoxTest","dialogBoxTest",""
"skipped","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","1","Main Suite","Smoke","tests.gui.PositiveUITests","tests.gui.PositiveUITests","checkVisiblePopupMessage","checkVisiblePopupMessage",""
"skipped","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","1","Main Suite","Smoke","tests.gui.PositiveUITests","tests.gui.PositiveUITests","uploadFile","uploadFile",""
"skipped","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","1","Main Suite","Smoke","tests.gui.PositiveUITests","tests.gui.PositiveUITests","deleteEntityTest","deleteEntityTest",""
"skipped","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","1","Main Suite","Smoke","tests.gui.PositiveUITests","tests.gui.PositiveUITests","createEntity","createEntity",""
"passed","Thu Jun 06 15:09:25 GMT 2024","Thu Jun 06 15:09:26 GMT 2024","480","Main Suite","Smoke","tests.api.GetApiTests","tests.api.GetApiTests","getUserInfoTest","getUserInfoTest",""
"broken","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","0","Main Suite","Smoke","tests.gui.PositiveUITests","tests.gui.PositiveUITests","setupBrowser","setupBrowser",""
"skipped","Thu Jun 06 15:09:30 GMT 2024","Thu Jun 06 15:09:30 GMT 2024","1","Main Suite","Smoke","tests.gui.NegativeUITests","tests.gui.NegativeUITests","failedTest","failedTest",""
"failed","Thu Jun 06 15:09:23 GMT 2024","Thu Jun 06 15:09:25 GMT 2024","1860","Main Suite","Smoke","tests.api.GetApiTests","tests.api.GetApiTests","getProjectTest","getProjectTest",""
